"ROI_TOTAL.Photons.s","MEAN.Photons.s.cm.2.sr","AREA.Pixels..cm.2","Treatment","Site","Group","Mouse_number","day","exp","Mouse"
249704.58,1398.1564,14.21,"control","Body","3C","1",16,16,"3C-1"
262662.78,1470.7125,14.21,"control","Body","3C","2",16,16,"3C-2"
248522.08,1391.5352,14.21,"control","Body","3C","3",16,16,"3C-3"
245055.19,1372.1233,14.21,"control","Body","3C","4",16,16,"3C-4"
214390.83,1205.2861,14.15,"control","Body","3C","5",16,16,"3C-5"
54316.613,1379.5099,3.133,"control","Salivary Gland","4C","1",16,16,"4C-1"
45391.875,1152.8431,3.133,"control","Salivary Gland","4C","2",16,16,"4C-2"
56229.219,1428.0853,3.133,"control","Salivary Gland","4C","3",16,16,"4C-3"
48312.293,1227.0146,3.133,"control","Salivary Gland","4C","4",16,16,"4C-4"
46437.758,1179.4061,3.133,"control","Salivary Gland","4C","5",16,16,"4C-5"
296897.06,1662.3986,14.21,"control","Body","4C","1",16,16,"4C-1"
272252.72,1524.4087,14.21,"control","Body","4C","2",16,16,"4C-2"
291970,1634.8107,14.21,"control","Body","4C","3",16,16,"4C-3"
255455.81,1436.1498,14.15,"control","Body","4C","4",16,16,"4C-4"
291996.88,1634.9611,14.21,"control","Body","4C","5",16,16,"4C-5"
2277564.3,57844.594,3.133,"infected","Salivary Gland","3D","1",16,16,"3D-1"
4638960.5,117818.31,3.133,"infected","Salivary Gland","3D","2",16,16,"3D-2"
639882.5,16251.459,3.133,"infected","Salivary Gland","3D","3",16,16,"3D-3"
1015771.9,25798.135,3.133,"infected","Salivary Gland","3D","4",16,16,"3D-4"
379622.81,9641.4951,3.133,"infected","Salivary Gland","3D","5",16,16,"3D-5"
387188.09,2167.9597,14.21,"infected","Body","3D","1",16,16,"3D-1"
413480.81,2315.179,14.21,"infected","Body","3D","2",16,16,"3D-2"
475687.47,2663.4893,14.21,"infected","Body","3D","3",16,16,"3D-3"
451119.25,2525.9258,14.21,"infected","Body","3D","4",16,16,"3D-4"
357549.47,2002.0059,14.21,"infected","Body","3D","5",16,16,"3D-5"
471568.88,11976.702,3.133,"infected","Salivary Gland","4D","1",16,16,"4D-1"
1914328.5,48619.285,3.133,"infected","Salivary Gland","4D","2",16,16,"4D-2"
5429824.5,137904.33,3.133,"infected","Salivary Gland","4D","3",16,16,"4D-3"
1309869.6,33267.5,3.133,"infected","Salivary Gland","4D","4",16,16,"4D-4"
1461802.9,37126.234,3.133,"infected","Salivary Gland","4D","5",16,16,"4D-5"
467477.19,2617.5178,14.21,"infected","Body","4D","1",16,16,"4D-1"
398502.5,2231.3118,14.21,"infected","Body","4D","2",16,16,"4D-2"
522042.34,2923.0415,14.21,"infected","Body","4D","3",16,16,"4D-3"
433292.16,2426.1074,14.21,"infected","Body","4D","4",16,16,"4D-4"
490029.78,2743.7952,14.21,"infected","Body","4D","5",16,16,"4D-5"
58101.508,1475.637,3.133,"control","Salivary Gland","3C","1",17,16,"3C-1"
67698.125,1719.3677,3.133,"control","Salivary Gland","3C","2",17,16,"3C-2"
55461.043,1408.5756,3.133,"control","Salivary Gland","3C","3",17,16,"3C-3"
49237.238,1250.506,3.133,"control","Salivary Gland","3C","4",17,16,"3C-4"
50018.852,1270.3571,3.133,"control","Salivary Gland","3C","5",17,16,"3C-5"
286442.72,1603.8619,14.21,"control","Body","3C","1",17,16,"3C-1"
283450.59,1587.1085,14.21,"control","Body","3C","2",17,16,"3C-2"
265435.38,1486.2369,14.21,"control","Body","3C","3",17,16,"3C-3"
265820.63,1488.3939,14.21,"control","Body","3C","4",17,16,"3C-4"
276095.84,1545.9272,14.21,"control","Body","3C","5",17,16,"3C-5"
78947.555,2005.0756,3.133,"control","Salivary Gland","4C","1",17,16,"4C-1"
72405.727,1838.9293,3.133,"control","Salivary Gland","4C","2",17,16,"4C-2"
51122.969,1298.399,3.133,"control","Salivary Gland","4C","3",17,16,"4C-3"
66829.164,1697.2981,3.133,"control","Salivary Gland","4C","4",17,16,"4C-4"
52771.301,1340.2626,3.133,"control","Salivary Gland","4C","5",17,16,"4C-5"
412479.72,2309.5737,14.21,"control","Body","4C","1",17,16,"4C-1"
430492.72,2410.4329,14.21,"control","Body","4C","2",17,16,"4C-2"
358897.69,2009.5549,14.21,"control","Body","4C","3",17,16,"4C-3"
391640.44,2201.7676,14.15,"control","Body","4C","4",17,16,"4C-4"
334660.94,1881.4338,14.15,"control","Body","4C","5",17,16,"4C-5"
2545980.8,64661.715,3.133,"infected","Salivary Gland","3D","1",17,16,"3D-1"
6190396.5,157221,3.133,"infected","Salivary Gland","3D","2",17,16,"3D-2"
557443.5,14157.708,3.133,"infected","Salivary Gland","3D","3",17,16,"3D-3"
945034.75,24001.582,3.133,"infected","Salivary Gland","3D","4",17,16,"3D-4"
521699.72,13249.903,3.133,"infected","Salivary Gland","3D","5",17,16,"3D-5"
477550.84,2673.9226,14.21,"infected","Body","3D","1",17,16,"3D-1"
451867.31,2530.1143,14.21,"infected","Body","3D","2",17,16,"3D-2"
545902.88,3056.6421,14.21,"infected","Body","3D","3",17,16,"3D-3"
450975.91,2535.3462,14.15,"infected","Body","3D","4",17,16,"3D-4"
417986.88,2349.8848,14.15,"infected","Body","3D","5",17,16,"3D-5"
466935.19,11859.018,3.133,"infected","Salivary Gland","4D","1",17,16,"4D-1"
2611237.5,66319.078,3.133,"infected","Salivary Gland","4D","2",17,16,"4D-2"
5161708.5,131094.83,3.133,"infected","Salivary Gland","4D","3",17,16,"4D-3"
941563.38,23913.418,3.133,"infected","Salivary Gland","4D","4",17,16,"4D-4"
955124.06,24257.826,3.133,"infected","Salivary Gland","4D","5",17,16,"4D-5"
473492.69,2651.2,14.21,"infected","Body","4D","1",17,16,"4D-1"
471575.59,2640.4658,14.21,"infected","Body","4D","2",17,16,"4D-2"
545231,3052.8804,14.21,"infected","Body","4D","3",17,16,"4D-3"
489689.41,2752.99,14.15,"infected","Body","4D","4",17,16,"4D-4"
477223.84,2672.0916,14.21,"infected","Body","4D","5",17,16,"4D-5"
53481.25,1358.2936,3.133,"control","Salivary Gland","4C","1",29,16,"4C-1"
46431.039,1179.2354,3.133,"control","Salivary Gland","4C","2",29,16,"4C-2"
47882.289,1216.0936,3.133,"control","Salivary Gland","4C","3",29,16,"4C-3"
49432.082,1255.4546,3.133,"control","Salivary Gland","4C","4",29,16,"4C-4"
53705.207,1363.9816,3.133,"control","Salivary Gland","4C","5",29,16,"4C-5"
288718.13,1616.6025,14.21,"control","Body","4C","1",29,16,"4C-1"
213163.53,1193.5542,14.21,"control","Body","4C","2",29,16,"4C-2"
221297.7,1239.0994,14.21,"control","Body","4C","3",29,16,"4C-3"
245895.05,1376.8258,14.21,"control","Body","4C","4",29,16,"4C-4"
251272.28,1406.9343,14.21,"control","Body","4C","5",29,16,"4C-5"
145299.69,3690.2585,3.133,"infected","Salivary Gland","4D","1",29,16,"4D-1"
210272.23,5340.4028,3.133,"infected","Salivary Gland","4D","2",29,16,"4D-2"
257475.95,6539.2622,3.133,"infected","Salivary Gland","4D","3",29,16,"4D-3"
67221.094,1707.2521,3.133,"infected","Salivary Gland","4D","4",29,16,"4D-4"
103099.21,2618.4692,3.133,"infected","Salivary Gland","4D","5",29,16,"4D-5"
346015.63,1937.4252,14.21,"infected","Body","4D","1",29,16,"4D-1"
334553.44,1873.2456,14.21,"infected","Body","4D","2",29,16,"4D-2"
408123.75,2285.1836,14.21,"infected","Body","4D","3",29,16,"4D-3"
336779.56,1885.7102,14.21,"infected","Body","4D","4",29,16,"4D-4"
292059.59,1635.3123,14.21,"infected","Body","4D","5",29,16,"4D-5"
51228.23,1301.0724,3.133,"control","Salivary Gland","4C","1",30,16,"4C-1"
50345.832,1278.6616,3.133,"control","Salivary Gland","4C","2",30,16,"4C-2"
39329.324,998.86908,3.133,"control","Salivary Gland","4C","3",30,16,"4C-3"
47694.164,1211.3157,3.133,"control","Salivary Gland","4C","4",30,16,"4C-4"
42679.738,1083.9615,3.133,"control","Salivary Gland","4C","5",30,16,"4C-5"
259401.97,1452.4543,14.21,"control","Body","4C","1",30,16,"4C-1"
237763.11,1331.2931,14.21,"control","Body","4C","2",30,16,"4C-2"
221199.16,1238.5476,14.21,"control","Body","4C","3",30,16,"4C-3"
222686.23,1246.874,14.21,"control","Body","4C","4",30,16,"4C-4"
209580.2,1173.4902,14.21,"control","Body","4C","5",30,16,"4C-5"
136706.41,3472.01,3.133,"infected","Salivary Gland","4D","1",30,16,"4D-1"
179784.8,4566.0962,3.133,"infected","Salivary Gland","4D","2",30,16,"4D-2"
175663.95,4461.437,3.133,"infected","Salivary Gland","4D","3",30,16,"4D-3"
77485.102,1967.9331,3.133,"infected","Salivary Gland","4D","4",30,16,"4D-4"
52446.563,1332.0151,3.133,"infected","Salivary Gland","4D","5",30,16,"4D-5"
328260.19,1838.0082,14.21,"infected","Body","4D","1",30,16,"4D-1"
287517.72,1609.8811,14.21,"infected","Body","4D","2",30,16,"4D-2"
306894.56,1718.3768,14.21,"infected","Body","4D","3",30,16,"4D-3"
332784.16,1863.339,14.21,"infected","Body","4D","4",30,16,"4D-4"
253278.94,1418.17,14.21,"infected","Body","4D","5",30,16,"4D-5"
58036.559,1473.9873,3.133,"control","Salivary Gland","4C","1",31,16,"4C-1"
42896.98,1089.4789,3.133,"control","Salivary Gland","4C","2",31,16,"4C-2"
50731.039,1288.4449,3.133,"control","Salivary Gland","4C","3",31,16,"4C-3"
48755.727,1238.2769,3.133,"control","Salivary Gland","4C","4",31,16,"4C-4"
47709.844,1211.7139,3.133,"control","Salivary Gland","4C","5",31,16,"4C-5"
242918.64,1360.1602,14.21,"control","Body","4C","1",31,16,"4C-1"
194342.08,1088.1683,14.21,"control","Body","4C","2",31,16,"4C-2"
209401.03,1172.4869,14.21,"control","Body","4C","3",31,16,"4C-3"
179471.25,1004.9029,14.21,"control","Body","4C","4",31,16,"4C-4"
217208.23,1216.2013,14.21,"control","Body","4C","5",31,16,"4C-5"
84752.547,2152.5085,3.133,"infected","Salivary Gland","4D","1",31,16,"4D-1"
70941.039,1801.7297,3.133,"infected","Salivary Gland","4D","2",31,16,"4D-2"
81339.422,2065.8235,3.133,"infected","Salivary Gland","4D","3",31,16,"4D-3"
51062.5,1296.8633,3.133,"infected","Salivary Gland","4D","4",31,16,"4D-4"
81729.109,2075.7207,3.133,"infected","Salivary Gland","4D","5",31,16,"4D-5"
225127.39,1260.5427,14.21,"infected","Body","4D","1",31,16,"4D-1"
191327.59,1071.2894,14.21,"infected","Body","4D","2",31,16,"4D-2"
227501.34,1273.8351,14.21,"infected","Body","4D","3",31,16,"4D-3"
217691.97,1218.9099,14.21,"infected","Body","4D","4",31,16,"4D-4"
255187.09,1434.639,14.15,"infected","Body","4D","5",31,16,"4D-5"
100575.2,2554.3655,3.133,"control","Salivary Gland","1C","1",0,19,"1C-1"
71086.609,1805.4269,3.133,"control","Salivary Gland","1C","2",0,19,"1C-2"
54856.352,1393.2178,3.133,"control","Salivary Gland","1C","3",0,19,"1C-3"
114939.9,2919.1936,3.133,"control","Salivary Gland","1C","4",0,19,"1C-4"
85679.734,2176.0569,3.133,"control","Salivary Gland","1C","5",0,19,"1C-5"
258483.73,1447.3129,14.21,"control","Body","1C","1",0,19,"1C-1"
242448.33,1357.5267,14.21,"control","Body","1C","2",0,19,"1C-2"
220867.7,1236.6917,14.21,"control","Body","1C","3",0,19,"1C-3"
281972.47,1578.8322,14.21,"control","Body","1C","4",0,19,"1C-4"
220339.17,1233.7323,14.21,"control","Body","1C","5",0,19,"1C-5"
106711.67,2710.2168,3.133,"control","Salivary Gland","2C","1",0,19,"2C-1"
94676.141,2404.5437,3.133,"control","Salivary Gland","2C","2",0,19,"2C-2"
100259.42,2546.3455,3.133,"control","Salivary Gland","2C","3",0,19,"2C-3"
150544.78,3823.4714,3.133,"control","Salivary Gland","2C","4",0,19,"2C-4"
110247.97,2800.0303,3.133,"control","Salivary Gland","2C","5",0,19,"2C-5"
320027.5,1791.9113,14.21,"control","Body","2C","1",0,19,"2C-1"
259236.25,1451.5264,14.21,"control","Body","2C","2",0,19,"2C-2"
319902.09,1791.209,14.21,"control","Body","2C","3",0,19,"2C-3"
331485.19,1856.0657,14.21,"control","Body","2C","4",0,19,"2C-4"
322831.44,1814.9296,14.15,"control","Body","2C","5",0,19,"2C-5"
89070.469,2262.1731,3.133,"infected","Salivary Gland","1D","1",0,19,"1D-1"
118919.63,3020.2693,3.133,"infected","Salivary Gland","1D","2",0,19,"1D-2"
123945.26,3147.908,3.133,"infected","Salivary Gland","1D","3",0,19,"1D-3"
106673.59,2709.2495,3.133,"infected","Salivary Gland","1D","4",0,19,"1D-4"
118691.2,3014.4675,3.133,"infected","Salivary Gland","1D","5",0,19,"1D-5"
314473.34,1760.8123,14.21,"infected","Body","1D","1",0,19,"1D-1"
327928.72,1836.1523,14.21,"infected","Body","1D","2",0,19,"1D-2"
329245.63,1843.5258,14.21,"infected","Body","1D","3",0,19,"1D-3"
286281.47,1602.959,14.21,"infected","Body","1D","4",0,19,"1D-4"
257005.61,1439.0365,14.21,"infected","Body","1D","5",0,19,"1D-5"
83281.148,2115.1384,3.133,"infected","Salivary Gland","2D","1",0,19,"2D-1"
84660.727,2150.1765,3.133,"infected","Salivary Gland","2D","2",0,19,"2D-2"
158663.28,4029.6611,3.133,"infected","Salivary Gland","2D","3",0,19,"2D-3"
82170.313,2086.926,3.133,"infected","Salivary Gland","2D","4",0,19,"2D-4"
87744.633,2228.5002,3.133,"infected","Salivary Gland","2D","5",0,19,"2D-5"
306124.16,1714.0632,14.21,"infected","Body","2D","1",0,19,"2D-1"
301797.28,1689.8359,14.21,"infected","Body","2D","2",0,19,"2D-2"
360680.41,2019.5369,14.21,"infected","Body","2D","3",0,19,"2D-3"
317187.72,1776.0106,14.21,"infected","Body","2D","4",0,19,"2D-4"
274071.22,1540.8041,14.15,"infected","Body","2D","5",0,19,"2D-5"
93502.602,2374.7385,3.133,"control","Salivary Gland","1C","1",1,19,"1C-1"
103853.96,2637.6379,3.133,"control","Salivary Gland","1C","2",1,19,"1C-2"
110176.3,2798.21,3.133,"control","Salivary Gland","1C","3",1,19,"1C-3"
79070.734,2008.2041,3.133,"control","Salivary Gland","1C","4",1,19,"1C-4"
101652.45,2581.7249,3.133,"control","Salivary Gland","1C","5",1,19,"1C-5"
429375.16,2404.1753,14.21,"control","Body","1C","1",1,19,"1C-1"
443137.38,2481.2334,14.21,"control","Body","1C","2",1,19,"1C-2"
376232.06,2106.6145,14.21,"control","Body","1C","3",1,19,"1C-3"
342387.5,1917.1104,14.21,"control","Body","1C","4",1,19,"1C-4"
430147.81,2408.5017,14.21,"control","Body","1C","5",1,19,"1C-5"
112756.3,2863.7356,3.133,"control","Salivary Gland","2C","1",1,19,"2C-1"
66708.227,1694.2267,3.133,"control","Salivary Gland","2C","2",1,19,"2C-2"
75308.234,1912.6458,3.133,"control","Salivary Gland","2C","3",1,19,"2C-3"
93843.016,2383.3843,3.133,"control","Salivary Gland","2C","4",1,19,"2C-4"
78472.758,1993.0171,3.133,"control","Salivary Gland","2C","5",1,19,"2C-5"
541665.63,3032.9167,14.21,"control","Body","2C","1",1,19,"2C-1"
439648.09,2461.696,14.21,"control","Body","2C","2",1,19,"2C-2"
403254.88,2257.9214,14.21,"control","Body","2C","3",1,19,"2C-3"
490320.91,2745.4253,14.21,"control","Body","2C","4",1,19,"2C-4"
428629.38,2409.7161,14.15,"control","Body","2C","5",1,19,"2C-5"
117027.19,2972.2058,3.133,"infected","Salivary Gland","1D","1",1,19,"1D-1"
130861.08,3323.5532,3.133,"infected","Salivary Gland","1D","2",1,19,"1D-2"
105099.16,2669.2629,3.133,"infected","Salivary Gland","1D","3",1,19,"1D-3"
103408.27,2626.3186,3.133,"infected","Salivary Gland","1D","4",1,19,"1D-4"
109347.66,2777.1646,3.133,"infected","Salivary Gland","1D","5",1,19,"1D-5"
471405.44,2639.5129,14.21,"infected","Body","1D","1",1,19,"1D-1"
389288.84,2179.7224,14.21,"infected","Body","1D","2",1,19,"1D-2"
413449.47,2315.0034,14.21,"infected","Body","1D","3",1,19,"1D-3"
387246.34,2168.2859,14.21,"infected","Body","1D","4",1,19,"1D-4"
418927.5,2345.6763,14.21,"infected","Body","1D","5",1,19,"1D-5"
129208.28,3281.5759,3.133,"infected","Salivary Gland","2D","1",1,19,"2D-1"
118294.78,3004.3997,3.133,"infected","Salivary Gland","2D","2",1,19,"2D-2"
104819.22,2662.1531,3.133,"infected","Salivary Gland","2D","3",1,19,"2D-3"
74690.102,1896.9468,3.133,"infected","Salivary Gland","2D","4",1,19,"2D-4"
127837.66,3246.7654,3.133,"infected","Salivary Gland","2D","5",1,19,"2D-5"
411881.75,2306.2256,14.21,"infected","Body","2D","1",1,19,"2D-1"
307100.63,1719.5306,14.21,"infected","Body","2D","2",1,19,"2D-2"
415890.63,2328.6721,14.21,"infected","Body","2D","3",1,19,"2D-3"
346185.81,1938.3781,14.21,"infected","Body","2D","4",1,19,"2D-4"
442783.56,2489.2896,14.15,"infected","Body","2D","5",1,19,"2D-5"
59487.809,1510.8456,3.133,"control","Salivary Gland","1C","1",2,19,"1C-1"
46200.363,1173.3768,3.133,"control","Salivary Gland","1C","2",2,19,"1C-2"
41580.102,1056.0334,3.133,"control","Salivary Gland","1C","3",2,19,"1C-3"
52984.059,1345.6663,3.133,"control","Salivary Gland","1C","4",2,19,"1C-4"
62314.16,1582.6281,3.133,"control","Salivary Gland","1C","5",2,19,"1C-5"
275020.81,1539.9081,14.21,"control","Body","1C","1",2,19,"1C-1"
370357.66,2073.7219,14.21,"control","Body","1C","2",2,19,"1C-2"
253355.11,1418.5966,14.21,"control","Body","1C","3",2,19,"1C-3"
304825.22,1706.79,14.21,"control","Body","1C","4",2,19,"1C-4"
278559.38,1559.7212,14.21,"control","Body","1C","5",2,19,"1C-5"
71843.586,1824.6523,3.133,"control","Salivary Gland","2C","1",2,19,"2C-1"
52892.234,1343.3341,3.133,"control","Salivary Gland","2C","2",2,19,"2C-2"
54784.684,1391.3977,3.133,"control","Salivary Gland","2C","3",2,19,"2C-3"
65984.844,1675.8545,3.133,"control","Salivary Gland","2C","4",2,19,"2C-4"
64706.039,1643.376,3.133,"control","Salivary Gland","2C","5",2,19,"2C-5"
353289.78,1978.1548,14.21,"control","Body","2C","1",2,19,"2C-1"
300108.63,1680.3807,14.21,"control","Body","2C","2",2,19,"2C-2"
329388.94,1844.3284,14.21,"control","Body","2C","3",2,19,"2C-3"
323355.53,1810.5457,14.21,"control","Body","2C","4",2,19,"2C-4"
343135.53,1921.2987,14.21,"control","Body","2C","5",2,19,"2C-5"
207571.31,5271.8062,3.133,"infected","Salivary Gland","1D","1",2,19,"1D-1"
327682.38,8322.335,3.133,"infected","Salivary Gland","1D","2",2,19,"1D-2"
113674.53,2887.0566,3.133,"infected","Salivary Gland","1D","3",2,19,"1D-3"
165769.47,4210.1411,3.133,"infected","Salivary Gland","1D","4",2,19,"1D-4"
131340.36,3335.7256,3.133,"infected","Salivary Gland","1D","5",2,19,"1D-5"
355099.38,1988.2872,14.21,"infected","Body","1D","1",2,19,"1D-1"
321326.44,1799.1844,14.21,"infected","Body","1D","2",2,19,"1D-2"
317563.94,1778.1173,14.21,"infected","Body","1D","3",2,19,"1D-3"
329362.09,1844.1779,14.21,"infected","Body","1D","4",2,19,"1D-4"
314518.13,1761.063,14.21,"infected","Body","1D","5",2,19,"1D-5"
173681.92,4411.0981,3.133,"infected","Salivary Gland","2D","1",2,19,"2D-1"
210906.03,5356.5,3.133,"infected","Salivary Gland","2D","2",2,19,"2D-2"
82407.703,2092.9551,3.133,"infected","Salivary Gland","2D","3",2,19,"2D-3"
121172.66,3077.4907,3.133,"infected","Salivary Gland","2D","4",2,19,"2D-4"
150885.2,3832.1169,3.133,"infected","Salivary Gland","2D","5",2,19,"2D-5"
334952.09,1875.4777,14.21,"infected","Body","2D","1",2,19,"2D-1"
320556.03,1794.8707,14.21,"infected","Body","2D","2",2,19,"2D-2"
344851.03,1930.9043,14.21,"infected","Body","2D","3",2,19,"2D-3"
322871.75,1807.837,14.21,"infected","Body","2D","4",2,19,"2D-4"
311853.03,1746.1405,14.21,"infected","Body","2D","5",2,19,"2D-5"
48227.184,1224.8531,3.133,"control","Salivary Gland","1C","1",3,19,"1C-1"
46536.301,1181.9088,3.133,"control","Salivary Gland","1C","2",3,19,"1C-2"
39143.438,994.14807,3.133,"control","Salivary Gland","1C","3",3,19,"1C-3"
50401.824,1280.0836,3.133,"control","Salivary Gland","1C","4",3,19,"1C-4"
29678.957,753.77325,3.133,"control","Salivary Gland","1C","5",3,19,"1C-5"
270022.06,1511.9188,14.21,"control","Body","1C","1",3,19,"1C-1"
352454.44,1973.4775,14.21,"control","Body","1C","2",3,19,"1C-2"
257077.28,1439.4379,14.21,"control","Body","1C","3",3,19,"1C-3"
328040.72,1836.7793,14.21,"control","Body","1C","4",3,19,"1C-4"
256777.17,1437.7576,14.21,"control","Body","1C","5",3,19,"1C-5"
48634.789,1235.2053,3.133,"control","Salivary Gland","2C","1",3,19,"2C-1"
40579.012,1030.608,3.133,"control","Salivary Gland","2C","2",3,19,"2C-2"
40025.832,1016.5588,3.133,"control","Salivary Gland","2C","3",3,19,"2C-3"
57053.383,1449.0171,3.133,"control","Salivary Gland","2C","4",3,19,"2C-4"
45459.063,1154.5496,3.133,"control","Salivary Gland","2C","5",3,19,"2C-5"
275137.31,1540.5602,14.21,"control","Body","2C","1",3,19,"2C-1"
232871.88,1303.9059,14.21,"control","Body","2C","2",3,19,"2C-2"
228562.92,1279.7791,14.21,"control","Body","2C","3",3,19,"2C-3"
253207.28,1417.7688,14.21,"control","Body","2C","4",3,19,"2C-4"
231026.47,1293.573,14.21,"control","Body","2C","5",3,19,"2C-5"
377822.19,9595.7637,3.133,"infected","Salivary Gland","1D","1",3,19,"1D-1"
603195.88,15319.709,3.133,"infected","Salivary Gland","1D","2",3,19,"1D-2"
176098.42,4472.4717,3.133,"infected","Salivary Gland","1D","3",3,19,"1D-3"
579266,14711.946,3.133,"infected","Salivary Gland","1D","4",3,19,"1D-4"
516479.25,13117.316,3.133,"infected","Salivary Gland","1D","5",3,19,"1D-5"
331283.66,1854.9373,14.21,"infected","Body","1D","1",3,19,"1D-1"
374234.34,2095.4287,14.21,"infected","Body","1D","2",3,19,"1D-2"
345048.13,1932.0078,14.21,"infected","Body","1D","3",3,19,"1D-3"
274693.84,1538.0773,14.21,"infected","Body","1D","4",3,19,"1D-4"
317089.16,1775.4589,14.21,"infected","Body","1D","5",3,19,"1D-5"
205145.81,5210.2046,3.133,"infected","Salivary Gland","2D","1",3,19,"2D-1"
298861.19,7590.3472,3.133,"infected","Salivary Gland","2D","2",3,19,"2D-2"
91881.148,2333.5576,3.133,"infected","Salivary Gland","2D","3",3,19,"2D-3"
225304.31,5722.1812,3.133,"infected","Salivary Gland","2D","4",3,19,"2D-4"
220899.06,5610.2983,3.133,"infected","Salivary Gland","2D","5",3,19,"2D-5"
307512.69,1721.8379,14.21,"infected","Body","2D","1",3,19,"2D-1"
334295.88,1871.8035,14.21,"infected","Body","2D","2",3,19,"2D-2"
346257.5,1938.7794,14.21,"infected","Body","2D","3",3,19,"2D-3"
300570,1689.7777,14.15,"infected","Body","2D","4",3,19,"2D-4"
304655,1705.8369,14.21,"infected","Body","2D","5",3,19,"2D-5"
53624.578,1361.9338,3.133,"control","Salivary Gland","1C","1",4,19,"1C-1"
53315.516,1354.0845,3.133,"control","Salivary Gland","1C","2",4,19,"1C-2"
42227.34,1072.4717,3.133,"control","Salivary Gland","1C","3",4,19,"1C-3"
36908.332,937.38177,3.133,"control","Salivary Gland","1C","4",4,19,"1C-4"
34337.289,872.08362,3.133,"control","Salivary Gland","1C","5",4,19,"1C-5"
298030.28,1668.7437,14.21,"control","Body","1C","1",4,19,"1C-1"
323136.03,1809.3168,14.21,"control","Body","1C","2",4,19,"1C-2"
272431.84,1525.4119,14.21,"control","Body","1C","3",4,19,"1C-3"
279374.59,1564.2858,14.21,"control","Body","1C","4",4,19,"1C-4"
240961.25,1349.2003,14.21,"control","Body","1C","5",4,19,"1C-5"
55714.113,1415.0029,3.133,"control","Salivary Gland","2C","1",4,19,"2C-1"
40482.707,1028.1622,3.133,"control","Salivary Gland","2C","2",4,19,"2C-2"
47721.043,1211.9983,3.133,"control","Salivary Gland","2C","3",4,19,"2C-3"
54612.238,1387.0179,3.133,"control","Salivary Gland","2C","4",4,19,"2C-4"
56213.539,1427.6871,3.133,"control","Salivary Gland","2C","5",4,19,"2C-5"
275191.03,1540.8612,14.21,"control","Body","2C","1",4,19,"2C-1"
261726.66,1465.4708,14.21,"control","Body","2C","2",4,19,"2C-2"
287347.5,1608.9281,14.21,"control","Body","2C","3",4,19,"2C-3"
274474.38,1543.0704,14.15,"control","Body","2C","4",4,19,"2C-4"
254819.78,1432.5741,14.15,"control","Body","2C","5",4,19,"2C-5"
224233.8,5694.9927,3.133,"infected","Salivary Gland","1D","1",4,19,"1D-1"
885043.06,22477.939,3.133,"infected","Salivary Gland","1D","2",4,19,"1D-2"
96767.914,2457.6697,3.133,"infected","Salivary Gland","1D","3",4,19,"1D-3"
318800.19,8096.7495,3.133,"infected","Salivary Gland","1D","4",4,19,"1D-4"
191645.63,4867.3325,3.133,"infected","Salivary Gland","1D","5",4,19,"1D-5"
280413.75,1570.1042,14.21,"infected","Body","1D","1",4,19,"1D-1"
299665.19,1677.8978,14.21,"infected","Body","1D","2",4,19,"1D-2"
269054.56,1506.5016,14.21,"infected","Body","1D","3",4,19,"1D-3"
283737.28,1595.1458,14.15,"infected","Body","1D","4",4,19,"1D-4"
224567.5,1257.4077,14.21,"infected","Body","1D","5",4,19,"1D-5"
255045.98,6477.5474,3.133,"infected","Salivary Gland","2D","1",4,19,"2D-1"
451515.69,11467.399,3.133,"infected","Salivary Gland","2D","2",4,19,"2D-2"
137062.5,3481.0537,3.133,"infected","Salivary Gland","2D","3",4,19,"2D-3"
281486.5,7149.0723,3.133,"infected","Salivary Gland","2D","4",4,19,"2D-4"
275020.81,6984.8599,3.133,"infected","Salivary Gland","2D","5",4,19,"2D-5"
321236.88,1798.683,14.21,"infected","Body","2D","1",4,19,"2D-1"
304404.16,1704.4325,14.21,"infected","Body","2D","2",4,19,"2D-2"
314034.38,1758.3542,14.21,"infected","Body","2D","3",4,19,"2D-3"
286173.97,1608.8444,14.15,"infected","Body","2D","4",4,19,"2D-4"
301026.88,1685.5222,14.21,"infected","Body","2D","5",4,19,"2D-5"
61698.277,1566.9861,3.133,"control","Salivary Gland","1C","1",5,19,"1C-1"
79048.336,2007.6353,3.133,"control","Salivary Gland","1C","2",5,19,"1C-2"
103076.82,2617.9004,3.133,"control","Salivary Gland","1C","3",5,19,"1C-3"
111293.84,2826.593,3.133,"control","Salivary Gland","1C","4",5,19,"1C-4"
60477.707,1535.9866,3.133,"control","Salivary Gland","1C","5",5,19,"1C-5"
349540.72,1957.1631,14.21,"control","Body","1C","1",5,19,"1C-1"
442254.97,2476.2925,14.21,"control","Body","1C","2",5,19,"1C-2"
371591.69,2080.6316,14.21,"control","Body","1C","3",5,19,"1C-3"
456310.63,2554.9937,14.21,"control","Body","1C","4",5,19,"1C-4"
364523.53,2041.0554,14.21,"control","Body","1C","5",5,19,"1C-5"
98337.867,2497.5425,3.133,"control","Salivary Gland","2C","1",5,19,"2C-1"
83861.195,2129.8704,3.133,"control","Salivary Gland","2C","2",5,19,"2C-2"
65474.223,1662.8859,3.133,"control","Salivary Gland","2C","3",5,19,"2C-3"
100328.85,2548.1086,3.133,"control","Salivary Gland","2C","4",5,19,"2C-4"
